County,Trap State,Lat,Long,Band #,Age,Sex,Release Date
Anderson,Texas,31.41219,-95.492941,17225,J,M,1/24/2032
Anderson,Texas,31.41219,-95.492941,17226,A,F,1/24/2035
Anderson,Texas,31.41219,-95.492941,17227,J,F,1/24/2044
Anderson,Texas,31.41219,-95.492941,17228,A,M,1/24/2047
Anderson,Texas,31.41219,-95.492941,17229,A,M,1/24/2050
Anderson,Texas,31.41219,-95.492941,17230,A,F,1/24/2053
Anderson,Texas,31.41219,-95.492941,17231,A,M,1/24/2041
Anderson,Texas,31.41219,-95.492941,17232,A,M,1/24/2038
Anderson,Texas,31.41219,-95.492941,17233,A,F,1/25/2023
Anderson,Texas,31.41219,-95.492941,17234,A,F,1/25/2023
Anderson,Texas,31.41219,-95.492941,17235,A,F,1/25/2023
Anderson,Texas,31.41219,-95.492941,17236,A,F,1/25/2023
Anderson,Texas,31.41219,-95.492941,17237,A,F,1/25/2023
Anderson,Texas,31.41219,-95.492941,17238,A,M,1/25/2023
Anderson,Texas,31.41219,-95.492941,17239,A,M,1/25/2023
Anderson,Texas,31.41219,-95.492941,17240,A,F,1/25/2023
Anderson,Texas,31.41219,-95.492941,17241,A,F,1/25/2023
Anderson,Texas,31.41219,-95.492941,17242,A,F,1/25/2023
Anderson,Texas,31.41219,-95.492941,17243,A,F,1/25/2023
Anderson,Texas,31.41219,-95.492941,17244,A,F,1/25/2023
Anderson,Texas,31.41219,-95.492941,17245,A,F,1/25/2023
Anderson,Texas,31.41219,-95.492941,17246,A,F,1/25/2023
Navarro,Texas,32.016,-96.079,17251,A,F,2/10/2022
Navarro,Texas,32.016,-96.079,17252,A,F,2/10/2022
Navarro,Texas,32.016,-96.079,17253,J,F,2/10/2022
Anderson,Texas,31.7,-95.823,17254,A,F,2/9/2022
Anderson,Texas,31.7,-95.823,17255,A,F,2/9/2022
Anderson,Texas,31.7,-95.823,17256,A,F,2/9/2022
Anderson,Texas,31.7,-95.823,17257,J,F,2/9/2022
Anderson,Texas,31.7,-95.823,17258,A,F,2/9/2022
Anderson,Texas,31.7,-95.823,17259,A,F,2/9/2022
Anderson,Texas,31.7,-95.823,17260,A,F,2/9/2022
Anderson,Texas,31.7,-95.823,17261,A,F,2/9/2022
Anderson,Texas,31.7,-95.823,17264,A,F,2/9/2022
Anderson,Texas,31.7,-95.823,17266,A,F,2/9/2022
Anderson,Texas,31.7,-95.823,17267,A,F,2/8/2022
Anderson,Texas,31.7,-95.823,17268,A,F,2/8/2022
Anderson,Texas,31.7,-95.823,17269,A,F,2/8/2022
Anderson,Texas,31.7,-95.823,17270,A,F,2/8/2022
Anderson,Texas,31.7,-95.823,17271,J,F,2/7/2022
Anderson,Texas,31.7,-95.823,17272,J,M,2/7/2022
Anderson,Texas,31.7,-95.823,17273,J,F,2/7/2022
Anderson,Texas,31.7,-95.823,17274,J,M,2/7/2022
Anderson,Texas,31.7,-95.823,17275,A,F,2/7/2022
Anderson,Texas,31.7,-95.823,17276,J,F,2/7/2022
Anderson,Texas,31.7,-95.823,17277,A,F,2/8/2022
Anderson,Texas,31.7,-95.823,17278,J,F,2/8/2022
Anderson,Texas,31.7,-95.823,17279,J,F,2/8/2022
Anderson,Texas,31.7,-95.823,17280,J,F,2/8/2022
Anderson,Texas,31.7,-95.823,17281,J,F,2/8/2022
Anderson,Texas,31.7,-95.823,17282,A,F,2/7/2022
Anderson,Texas,31.7,-95.823,17283,J,F,2/8/2022
Anderson,Texas,31.968,-95.887,17284,A,F,2/1/2022
Anderson,Texas,31.968,-95.887,17285,J,M,2/1/2022
Anderson,Texas,31.968,-95.887,17287,A,F,2/1/2022
Anderson,Texas,31.968,-95.887,17288,A,F,2/1/2022
Anderson,Texas,31.968,-95.887,17289,A,F,2/1/2022
Anderson,Texas,31.968,-95.887,17290,J,F,2/1/2022
Anderson,Texas,31.968,-95.887,17291,J,F,2/1/2022
Anderson,Texas,31.968,-95.887,17293,J,F,2/1/2022
Anderson,Texas,31.968,-95.887,17294,J,M,2/1/2022
Freestone,Texas,31.564504,-96.053894,17295,J,M,1/27/2022
Freestone,Texas,31.564504,-96.053894,17296,J,M,1/27/2022
Freestone,Texas,31.564504,-96.053894,17297,J,M,1/27/2022
Navarro,Texas,32.072,-96.163,17298,J,M,1/27/2022
Navarro,Texas,32.072,-96.163,17299,J,M,1/27/2022
Freestone,Texas,31.564504,-96.053894,17300,J,M,1/27/2022
Navarro,Texas,32.072,-96.163,17301,J,F,1/11/2021
Navarro,Texas,32.072,-96.163,17302,J,F,1/11/2021
Navarro,Texas,32.072,-96.163,17303,J,F,1/11/2021
Navarro,Texas,32.072,-96.163,17304,J,F,1/11/2021
Navarro,Texas,32.072,-96.163,17305,J,M,1/11/2021
Navarro,Texas,32.072,-96.163,17306,J,F,1/11/2021
Navarro,Texas,32.016,-96.079,17343,A,F,3/11/2021
Navarro,Texas,32.016,-96.079,17344,A,F,3/11/2021
Navarro,Texas,32.016,-96.079,17345,A,F,3/11/2021
Navarro,Texas,32.016,-96.079,17346,J,M,3/11/2021
Navarro,Texas,32.016,-96.079,17347,A,F,3/11/2021
Navarro,Texas,32.016,-96.079,17348,A,F,3/11/2021
Navarro,Texas,32.02496,-96.37589,17351,A,M,2/4/2019
Navarro,Texas,32.02496,-96.37589,17352,A,M,2/4/2019
Navarro,Texas,32.02496,-96.37589,17353,A,F,2/4/2019
Navarro,Texas,32.02496,-96.37589,17354,A,F,2/4/2019
Freestone,Texas,31.564504,-96.053894,17560,A,F,1/26/2022
Navarro,Texas,32.016,-96.079,17576,A,F,1/26/2022
Navarro,Texas,32.016,-96.079,17577,A,F,1/26/2022
Navarro,Texas,32.016,-96.079,17578,A,F,1/26/2022
Navarro,Texas,32.016,-96.079,17579,A,F,1/26/2022
Navarro,Texas,32.016,-96.079,17580,A,F,1/26/2022
Navarro,Texas,32.016,-96.079,17581,A,F,1/26/2022
Navarro,Texas,32.016,-96.079,17582,A,F,1/26/2022
Navarro,Texas,32.016,-96.079,17583,A,F,1/26/2022
Navarro,Texas,32.016,-96.079,17584,A,F,1/26/2022
Navarro,Texas,32.016,-96.079,17585,A,F,1/26/2022
Navarro,Texas,32.016,-96.079,17586,A,F,1/26/2022
Navarro,Texas,32.016,-96.079,17587,J,F,1/26/2022
Navarro,Texas,32.016,-96.079,17588,A,F,1/26/2022
Navarro,Texas,32.016,-96.079,17589,A,F,1/26/2022
Navarro,Texas,32.016,-96.079,17590,A,F,1/26/2022
Navarro,Texas,32.016,-96.079,17591,J,F,1/26/2022
Navarro,Texas,32.016,-96.079,17592,A,F,1/26/2022
Navarro,Texas,32.016,-96.079,17593,J,F,1/26/2022
Freestone,Texas,31.564504,-96.053894,17594,A,F,1/26/2022
Freestone,Texas,31.564504,-96.053894,17595,J,F,1/26/2022
Freestone,Texas,31.564504,-96.053894,17596,J,F,1/26/2022
Freestone,Texas,31.564504,-96.053894,17597,A,F,1/26/2022
Freestone,Texas,31.564504,-96.053894,17598,A,F,1/26/2022
Freestone,Texas,31.564504,-96.053894,17599,J,F,1/26/2022
Freestone,Texas,31.564504,-96.053894,17651,A,F,1/27/2022
Freestone,Texas,31.564504,-96.053894,17653,J,M,1/27/2022
Navarro,Texas,32.072,-96.163,17654,J,M,1/27/2022
Freestone,Texas,32.016,-96.079,17655,J,M,1/27/2022
Navarro,Texas,32.016,-96.079,17656,A,F,1/27/2022
Navarro,Texas,32.016,-96.079,17657,J,M,1/27/2022
Navarro,Texas,32.016,-96.079,17658,J,M,1/27/2022
Navarro,Texas,32.016,-96.079,17659,J,M,1/27/2022
Navarro,Texas,32.016,-96.079,17660,J,M,1/27/2022
Navarro,Texas,32.016,-96.079,17661,J,M,1/27/2022
Navarro,Texas,32.016,-96.079,17662,J,M,1/27/2022
Navarro,Texas,32.016,-96.079,17663,J,M,1/27/2022
Freestone,Texas,31.564504,-96.053894,17664,A,F,1/26/2022
Freestone,Texas,31.564504,-96.053894,17665,J,F,1/26/2022
Freestone,Texas,31.564504,-96.053894,17666,J,F,1/26/2022
Freestone,Texas,31.564504,-96.053894,17667,A,F,1/26/2022
Freestone,Texas,31.564504,-96.053894,17668,A,F,1/26/2022
Freestone,Texas,31.564504,-96.053894,17669,J,F,1/26/2022
Freestone,Texas,31.564504,-96.053894,17670,J,F,1/26/2022
Freestone,Texas,31.564504,-96.053894,17671,A,F,1/26/2022
Freestone,Texas,31.564504,-96.053894,17672,A,F,1/26/2022
Freestone,Texas,31.564504,-96.053894,17673,A,F,1/26/2022
Freestone,Texas,31.564504,-96.053894,17674,A,F,1/26/2022
Freestone,Texas,31.564504,-96.053894,17675,A,F,1/26/2022
Freestone,Texas,31.564504,-96.053894,17676,A,F,1/26/2022
Freestone,Texas,31.564504,-96.053894,17677,J,F,1/26/2022
Freestone,Texas,31.564504,-96.053894,17678,J,F,1/26/2022
Freestone,Texas,31.564504,-96.053894,17679,J,F,1/26/2022
Freestone,Texas,31.564504,-96.053894,17680,A,F,1/26/2022
Freestone,Texas,31.564504,-96.053894,17681,J,F,1/26/2022
Freestone,Texas,31.564504,-96.053894,17682,A,F,1/26/2022
Freestone,Texas,31.564504,-96.053894,17683,A,F,1/26/2022
Anderson,Texas,31.968,-95.887,17684,A,M,1/20/2022
Anderson,Texas,31.968,-95.887,17685,A,M,1/20/2022
Anderson,Texas,31.968,-95.887,17686,A,M,1/20/2022
Anderson,Texas,31.968,-95.887,17687,A,M,1/20/2022
Navarro,Texas,32.173957,-96.245254,17840,A,F,1/7/2021
Navarro,Texas,32.173957,-96.245254,17841,A,F,1/7/2021
Navarro,Texas,32.173957,-96.245254,17842,A,F,1/7/2021
Navarro,Texas,32.173957,-96.245254,17843,A,F,1/7/2021
Navarro,Texas,32.173957,-96.245254,17844,A,F,1/7/2021
Navarro,Texas,32.173957,-96.245254,17845,A,F,1/7/2021
Navarro,Texas,32.173957,-96.245254,17846,A,F,1/7/2021
Navarro,Texas,32.016,-96.079,17847,A,M,1/13/2021
Navarro,Texas,32.016,-96.079,17849,A,M,1/13/2021
Navarro,Texas,32.016,-96.079,17850,A,M,1/13/2021
Navarro,Texas,32.072,-96.163,17928,J,M,1/27/2022
Navarro,Texas,32.072,-96.163,18231,J,M,1/15/2021
Navarro,Texas,32.072,-96.163,18232,J,F,1/15/2021
Navarro,Texas,32.072,-96.163,18233,A,F,1/15/2021
Navarro,Texas,32.072,-96.163,18234,A,F,1/15/2021
Navarro,Texas,32.072,-96.163,18235,A,F,1/15/2021
Navarro,Texas,32.072,-96.163,18236,J,M,1/15/2021
Navarro,Texas,32.072,-96.163,18237,A,F,1/15/2021
Navarro,Texas,32.072,-96.163,18238,J,F,1/15/2021
Navarro,Texas,32.072,-96.163,18239,J,F,1/15/2021
Navarro,Texas,32.072,-96.163,18240,A,F,1/15/2021
Navarro,Texas,32.016,-96.079,18241,J,M,1/15/2021
Navarro,Texas,32.016,-96.079,18242,J,M,1/15/2021
Navarro,Texas,32.016,-96.079,18243,J,M,1/15/2021
Navarro,Texas,32.016,-96.079,18244,J,M,1/15/2021
Navarro,Texas,32.016,-96.079,18245,J,M,1/15/2021
Navarro,Texas,32.072,-96.163,18246,J,M,1/15/2021
Navarro,Texas,32.016,-96.079,18247,A,M,1/15/2021
Navarro,Texas,32.016,-96.079,18248,A,M,1/15/2021
Navarro,Texas,32.072,-96.163,18249,A,F,1/15/2021
Navarro,Texas,32.072,-96.163,18250,A,F,1/15/2021
Navarro,Texas,32.072,-96.163,18270,A,F,1/13/2021
Navarro,Texas,32.072,-96.163,18271,J,M,1/13/2021
Navarro,Texas,32.016,-96.079,18272,A,F,1/13/2021
Navarro,Texas,32.016,-96.079,18273,A,M,1/13/2021
Navarro,Texas,32.016,-96.079,18274,A,M,1/13/2021
Navarro,Texas,32.173957,-96.245254,18275,A,F,1/13/2021
Navarro,Texas,32.173957,-96.245254,18276,A,F,1/13/2021
Navarro,Texas,32.072,-96.163,18277,A,F,1/13/2021
Navarro,Texas,32.016,-96.079,18278,J,M,1/13/2021
Navarro,Texas,32.173957,-96.245254,18279,A,F,1/13/2021
Navarro,Texas,32.072,-96.163,18280,A,F,1/13/2021
Navarro,Texas,32.016,-96.079,18281,J,M,1/13/2021
Navarro,Texas,32.072,-96.163,18282,A,F,1/13/2021
Navarro,Texas,32.072,-96.163,18283,J,M,1/13/2021
Navarro,Texas,32.016,-96.079,18284,J,M,1/13/2021
Navarro,Texas,32.072,-96.163,18285,A,M,1/13/2021
Navarro,Texas,32.016,-96.079,18286,A,M,1/13/2021
Navarro,Texas,32.016,-96.079,18287,J,M,1/13/2021
Navarro,Texas,32.173957,-96.245254,18288,J,M,1/13/2021
Navarro,Texas,32.173957,-96.245254,18289,J,M,1/13/2021
Navarro,Texas,32.072,-96.163,18290,A,F,1/15/2021
Navarro,Texas,32.072,-96.163,18291,A,F,1/15/2021
Navarro,Texas,32.072,-96.163,18292,A,F,1/15/2021
Navarro,Texas,32.072,-96.163,18293,A,F,1/15/2021
Navarro,Texas,32.072,-96.163,18294,J,F,1/15/2021
Navarro,Texas,32.072,-96.163,18295,A,F,1/15/2021
Navarro,Texas,32.072,-96.163,18296,A,F,1/15/2021
Navarro,Texas,32.072,-96.163,18297,A,F,1/15/2021
Navarro,Texas,32.072,-96.163,18298,A,F,1/15/2021
Navarro,Texas,32.072,-96.163,18299,A,F,1/15/2021
Navarro,Texas,32.072,-96.163,18300,A,F,1/15/2021
Navarro,Texas,32.173957,-96.245254,18401,A,F,12/18/2019
Navarro,Texas,32.173957,-96.245254,18402,A,F,12/18/2019
Navarro,Texas,32.173957,-96.245254,18403,A,F,12/18/2019
Navarro,Texas,32.173957,-96.245254,18404,J,M,12/18/2019
Navarro,Texas,32.173957,-96.245254,18406,J,M,12/18/2019
Navarro,Texas,32.173957,-96.245254,18407,J,M,12/18/2019
Navarro,Texas,32.173957,-96.245254,18408,J,M,12/18/2019
Navarro,Texas,32.173957,-96.245254,18409,J,F,12/18/2019
Navarro,Texas,32.173957,-96.245254,18410,A,F,12/18/2019
Navarro,Texas,32.173957,-96.245254,18411,A,F,12/18/2019
Navarro,Texas,32.173957,-96.245254,18412,A,F,12/19/2019
Navarro,Texas,32.173957,-96.245254,18413,A,F,12/19/2019
Navarro,Texas,32.173957,-96.245254,18414,A,F,12/19/2019
Navarro,Texas,32.173957,-96.245254,18415,A,F,12/19/2019
Navarro,Texas,32.173957,-96.245254,18416,J,M,12/19/2019
Navarro,Texas,32.173957,-96.245254,18417,J,M,12/19/2019
Navarro,Texas,32.173957,-96.245254,18418,A,F,12/19/2019
Navarro,Texas,32.173957,-96.245254,18419,A,F,12/19/2019
Navarro,Texas,32.173957,-96.245254,18420,A,F,12/19/2019
Navarro,Texas,32.173957,-96.245254,18421,J,F,1/8/2020
Navarro,Texas,32.173957,-96.245254,18422,A,F,1/8/2020
Navarro,Texas,32.173957,-96.245254,18423,A,F,1/8/2020
Navarro,Texas,32.173957,-96.245254,18424,A,F,1/8/2020
Navarro,Texas,32.173957,-96.245254,18425,A,F,1/8/2020
Navarro,Texas,32.173957,-96.245254,18426,J,F,1/8/2020
Navarro,Texas,32.173957,-96.245254,18427,A,F,1/8/2020
Navarro,Texas,32.173957,-96.245254,18428,A,F,1/9/2020
Navarro,Texas,32.072,-96.163,18498,A,F,1/13/2021
Anderson,Maine,31.444884,-95.23502,18574,J,F,3/3/2022
Anderson,Maine,31.444884,-95.23502,18581,A,F,3/3/2022
Anderson,Maine,31.444884,-95.23502,18582,J,F,3/3/2022
Navarro,Texas,32.016,-96.079,18651,A,F,12/2/2020
Navarro,Texas,32.016,-96.079,18652,J,F,12/2/2020
Navarro,Texas,32.016,-96.079,18653,A,M,12/2/2020
Navarro,Texas,32.016,-96.079,18654,A,F,12/2/2020
Navarro,Texas,32.016,-96.079,18655,J,F,12/2/2020
Navarro,Texas,32.016,-96.079,18656,A,F,12/2/2020
Navarro,Texas,32.016,-96.079,18657,A,F,12/2/2020
Navarro,Texas,32.016,-96.079,18658,A,F,12/2/2020
Navarro,Texas,32.016,-96.079,18659,A,F,12/2/2020
Navarro,Texas,32.016,-96.079,18660,A,F,12/2/2020
Navarro,Texas,32.016,-96.079,18661,A,F,12/2/2020
Navarro,Texas,32.016,-96.079,18662,J,F,12/2/2020
Navarro,Texas,32.016,-96.079,18663,A,F,12/2/2020
Navarro,Texas,32.016,-96.079,18664,A,F,12/2/2020
Navarro,Texas,32.016,-96.079,18665,J,M,12/2/2020
Navarro,Texas,32.016,-96.079,18666,J,F,12/2/2020
Navarro,Texas,32.016,-96.079,18667,A,F,12/2/2020
Navarro,Texas,32.016,-96.079,18668,A,F,12/2/2020
Navarro,Texas,32.016,-96.079,18669,A,M,12/2/2020
Navarro,Texas,32.016,-96.079,18670,A,F,12/2/2020
Navarro,Texas,32.016,-96.079,18671,A,F,12/2/2020
Navarro,Texas,32.016,-96.079,18672,A,F,12/2/2020
Navarro,Texas,32.016,-96.079,18673,A,M,12/2/2020
Navarro,Texas,32.016,-96.079,18674,A,F,12/2/2020
Navarro,Texas,32.016,-96.079,18675,J,F,12/2/2020
Navarro,Texas,32.016,-96.079,18676,A,M,12/2/2020
Navarro,Texas,32.016,-96.079,18677,A,F,12/2/2020
Navarro,Texas,32.016,-96.079,18678,J,F,1/7/2021
Navarro,Texas,32.016,-96.079,18679,J,F,1/7/2021
Navarro,Texas,32.016,-96.079,18680,A,F,1/7/2021
Navarro,Texas,32.016,-96.079,18681,J,F,1/7/2021
Navarro,Texas,32.016,-96.079,18682,A,F,1/7/2021
Navarro,Texas,32.016,-96.079,18683,A,F,1/7/2021
Navarro,Texas,32.016,-96.079,18684,A,F,1/7/2021
Navarro,Texas,32.016,-96.079,18685,J,F,1/7/2021
Navarro,Texas,32.016,-96.079,18686,J,M,1/7/2021
Navarro,Texas,32.016,-96.079,18687,J,M,1/7/2021
Navarro,Texas,32.016,-96.079,18688,J,M,1/7/2021
Navarro,Texas,32.016,-96.079,18689,J,M,1/7/2021
Navarro,Texas,32.016,-96.079,18690,J,M,1/7/2021
Navarro,Texas,32.016,-96.079,18691,J,M,1/7/2021
Navarro,Texas,32.016,-96.079,18692,J,M,1/7/2021
Navarro,Texas,32.016,-96.079,18693,A,M,1/7/2021
Navarro,Texas,32.072,-96.163,18694,J,M,1/11/2021
Navarro,Texas,32.072,-96.163,18695,J,M,1/11/2021
Navarro,Texas,32.072,-96.163,18696,J,F,1/11/2021
Navarro,Texas,32.072,-96.163,18697,J,F,1/11/2021
Navarro,Texas,32.072,-96.163,18698,J,F,1/11/2021
Navarro,Texas,32.072,-96.163,18699,A,F,1/11/2021
Navarro,Texas,32.072,-96.163,18700,J,F,1/11/2021
Navarro,Texas,32.016,-96.079,18701,A,F,1/5/2022
Navarro,Texas,32.016,-96.079,18702,A,F,1/5/2022
Navarro,Texas,32.016,-96.079,18703,A,F,1/5/2022
Navarro,Texas,32.016,-96.079,18704,A,F,1/5/2022
Navarro,Texas,32.016,-96.079,18705,A,F,1/5/2022
Navarro,Texas,32.016,-96.079,18706,A,F,1/5/2022
Navarro,Texas,32.016,-96.079,18707,A,F,1/5/2022
Freestone,Texas,31.936,-96.05,18708,A,F,2/10/2022
Freestone,Texas,31.936,-96.05,18709,A,F,2/10/2022
Navarro,Texas,32.016,-96.079,18710,J,F,1/10/2022
Freestone,Texas,31.936,-96.05,18711,A,F,2/10/2022
Freestone,Texas,31.936,-96.05,18712,A,F,2/10/2022
Anderson,Texas,31.7,-95.823,18713,A,F,2/10/2022
Anderson,Texas,31.7,-95.823,18714,A,F,2/10/2022
Anderson,Texas,31.7,-95.823,18715,A,F,2/10/2022
Anderson,Texas,31.7,-95.823,18716,A,F,2/10/2022
Anderson,Texas,31.7,-95.823,18717,J,F,2/10/2022
Leon,Texas,31.35142,-95.4359,18908,A,F,2/21/2023
Leon,Texas,31.35142,-95.4359,18909,A,F,2/21/2023
Leon,Texas,31.35142,-95.4359,18910,A,F,2/21/2023
Leon,Texas,31.35142,-95.4359,18911,A,F,2/28/2023
Leon,Texas,31.35142,-95.4359,18912,A,F,2/21/2023
Leon,Texas,31.35142,-95.4359,18913,A,F,2/21/2023
Leon,Texas,31.35142,-95.4359,18914,A,F,2/21/2023
Leon,Texas,31.35142,-95.4359,18915,A,F,2/21/2023
Leon,Texas,31.35142,-95.4359,18916,A,F,2/21/2023
Leon,Texas,31.35142,-95.4359,18917,A,F,2/21/2023
Leon,Texas,31.35142,-95.4359,18918,A,F,2/21/2023
Leon,Texas,31.35142,-95.4359,18919,A,F,2/21/2023
Leon,Texas,31.35142,-95.4359,18920,A,F,2/21/2023
Leon,Texas,31.35142,-95.4359,18921,A,F,2/21/2023
Leon,Texas,31.35142,-95.4359,18922,A,F,2/21/2023
Leon,Texas,31.35142,-95.4359,18923,A,F,2/22/2023
Leon,Texas,31.35142,-95.4359,18924,A,F,2/22/2023
Leon,Texas,31.35142,-95.4359,18925,A,M,2/22/2023
Leon,Texas,31.35142,-95.4359,18926,A,F,2/22/2023
Leon,Texas,31.35142,-95.4359,18927,A,F,2/22/2023
Leon,Texas,31.35142,-95.4359,18928,A,F,2/22/2023
Leon,Texas,31.35142,-95.4359,18929,A,F,2/22/2023
Leon,Texas,31.35142,-95.4359,18930,A,F,2/22/2023
Rusk,Missouri,,,8201,A,M,1/22/2014
Rusk,Missouri,,,8202,A,M,1/22/2014
Rusk,Missouri,,,8203,A,M,1/22/2014
Rusk,Missouri,,,8204,A,M,1/22/2014
Rusk,Missouri,,,8205,A,M,1/22/2014
Rusk,Missouri,,,8206,A,M,1/22/2014
Anderson,Missouri,,,8207,A,M,1/23/2014
Rusk,Alabama,,,8225,A,M,1/16/2014
Rusk,Alabama,,,8226,A,M,1/16/2014
Rusk,Alabama,,,8227,A,F,1/16/2014
Rusk,Alabama,,,8230,A,F,1/16/2014
Rusk,Alabama,,,8231,A,F,1/16/2014
Rusk,Alabama,,,8232,A,F,1/16/2014
Rusk,Alabama,,,8233,A,F,1/16/2014
Rusk,Alabama,,,8235,A,F,1/16/2014
Rusk,West Virginia,,,8451,J,M,1/23/2014
Rusk,West Virginia,,,8452,J,M,1/23/2014
Rusk,West Virginia,,,8453,J,M,1/23/2014
Rusk,West Virginia,,,8454,A,M,1/23/2014
Rusk,West Virginia,,,8455,A,M,1/23/2014
Rusk,West Virginia,,,8456,A,F,1/23/2014
Rusk,West Virginia,,,8457,J,M,1/23/2014
Rusk,West Virginia,,,8459,A,M,1/23/2014
Rusk,West Virginia,,,8460,A,M,1/23/2014
Rusk,West Virginia,,,8461,J,M,1/23/2014
Rusk,West Virginia,,,8462,J,M,1/23/2014
Rusk,West Virginia,,,8485,A,F,2/6/2014
Rusk,West Virginia,,,8494,A,F,2/6/2014
Rusk,West Virginia,,,8495,J,F,2/6/2014
Rusk,West Virginia,,,8499,A,F,2/6/2014
Rusk,South Carolina,,,9351,A,F,1/29/2014
Rusk,South Carolina,,,9352,A,F,1/29/2014
Rusk,South Carolina,,,9356,A,F,1/29/2014
Rusk,South Carolina,,,9358,J,F,1/29/2014
Rusk,South Carolina,,,9359,A,F,1/29/2014
Rusk,South Carolina,,,9360,A,F,1/29/2014
Rusk,South Carolina,,,9363,A,F,1/29/2014
Rusk,South Carolina,,,9364,J,F,1/29/2014
Rusk,Louisiana,,,10714,J,F,2/18/2014
,,,,,,,
